,ARMA-ARCH-before,ARMA-ARCH-update,ARIMA-before,ARIMA-update,GAM-before,GAM-update,LM-before,LM-update,LSTM-before,LSTM-update,benchmark
125,78.2276618280022,217.535244489568,-3.96806267344661,166.671239942104,26.6857400959578,166.347389315522,89.9183726959874,226.236035670293,92.0668177095303,233.046087713678,104.746992954057
126,75.700132680205,214.499124931334,-5.39648412915551,164.662114330265,24.0659437912332,163.555906117032,89.2417341479105,224.840213375323,89.1859695631228,230.148450948168,101.396372555888
127,77.5973655334334,216.568613391007,-4.98199077528531,166.876118649905,25.7008201092079,166.1350421681,89.2442752356044,227.008798475571,94.3228323014244,235.399366360137,94.5977666633589
128,78.6286173941795,217.363772758295,-6.49278613734744,165.149833689366,27.6723102116433,168.095913161849,90.9919939821962,228.718211992721,90.906855424934,231.978828296403,96.9718114384563
129,78.5983574225056,217.431744289659,-5.26944949373905,166.464721368004,29.6362620948875,170.087525076219,90.1087541190368,227.865789544823,91.6279676363756,232.770177387703,95.3002452626419
130,74.9159275397513,212.562440922202,-8.75437244931937,162.923054496594,27.7937378711515,167.713510942781,88.6144154947232,225.315721948098,84.8024960881906,225.118427734563,95.053116564233
131,74.3689641194495,210.132075117457,-8.80687085105205,161.506449509237,25.985815345727,164.935562347876,88.0303912652271,223.151309507899,82.6872498416401,221.048768596883,90.3672556122557
132,77.9377963308683,214.132511403301,-5.28867487267449,165.50829255137,26.09006237448,166.881971883091,89.5862984800802,225.581679628408,84.1711415962287,222.593868347316,83.2241450112752
133,75.9728102880202,213.260219172141,-13.253984855975,161.546902535388,22.074866644112,164.934808524976,84.658956449452,223.162117404204,83.5119167817192,222.372171093844,86.8137108429329
134,69.9865337952589,210.290404876767,-19.1048780454723,158.65514814088,21.8410726059862,164.81799412118,82.3534287191885,222.151857188162,81.9063908267067,221.67766699833,78.8765458133192
135,62.4545931149612,207.792272724883,-22.3103497325796,157.607713369177,17.4352061606488,163.371143050405,81.3415310010917,221.864876553567,72.2556275883235,218.461126956544,74.6646372430501
136,61.2128945274651,207.177251710634,-24.3891048715876,156.74197802969,13.8418545884996,162.109500412255,78.5270067109328,220.557846983663,71.4816794182718,218.102635003623,70.4123706072151
137,61.0827951589869,206.785784629424,-22.0589232198471,157.450798104291,13.5791538833564,161.962677814153,81.4431917313152,221.507709201045,71.2002589054173,217.961855741502,67.3327178046414
138,58.2282030873535,205.921548043235,-46.496031204853,145.435945119264,3.38328021835986,157.117116171424,80.8601137001365,222.677907317975,53.5985370567509,209.971152404758,62.6480860955817
139,54.3137325831491,202.007077539031,-58.2055553801106,133.726420944006,-10.694776390272,143.039059562792,84.8375323835644,226.655326001403,45.1656938060278,201.538309154035,31.548260192122
140,72.3846316001794,220.511020884421,16.9281030436449,208.964345105001,23.2835466028536,177.297808893378,86.175152247257,228.457596420461,97.7896034047685,254.486892500818,19.9610367413345
141,78.6428516700756,229.974513873418,30.4372397814104,224.220420895416,26.019709008087,185.947654373543,83.0793087041282,225.589630254712,106.452702450879,270.971642833326,73.4167512643132
142,95.3330958688378,247.348583377959,30.6552856051152,236.051587334335,29.2077451350234,198.216186810319,86.2748489837231,229.531767277801,140.765088073341,305.909048936077,87.8023371817483
