"","f.arima","f.arch","f.lm","f.gam"
"1",0,0,0,0
"2",0.00036140372056535,9.90456802046408e-05,0.000332293148612105,0.000332293148612105
"3",4.36299530002772e-05,7.73971218746567e-05,0.000295659221082082,0.000295659221082082
"4",-0.000290964586464043,-0.000621278968470125,0.000295033899238657,0.000295033899238657
"5",-0.000179016528272351,-7.4103970985819e-06,0.000281503246386031,0.000281503246386031
"6",-0.00011326297451298,0.000170844906842841,0.000305131728148091,0.000305131728148091
"7",0.000213780861314445,-5.6564597426561e-05,0.000315088729413052,0.000315088729413052
"8",0.000377205940297214,0.000434730467559668,0.000360103912665996,0.000360103912665996
"9",0.000620535450143394,0.000298481544444228,0.000359320319833246,0.000359320319833246
"10",0.000108210480367643,-0.000412243892551874,0.000329318681468983,0.000329318681468983
"11",-0.000178929688749533,-0.000255418575371496,0.000328612278445893,0.000328612278445893
"12",-4.92064497448357e-05,0.000374325411030673,0.000328055659504863,0.000328055659504863
"13",2.12051792545468e-05,-0.000103065720528067,0.000335317171441868,0.000335317171441868
"14",0.000545612843689938,0.00036828951649106,0.000438848174100933,0.000438848174100933
"15",0.0016272398119831,0.00167931303275594,0.000488394255131756,0.000488394255131756
"16",0.000817780340428394,0.000759556890821589,0.000487297581534242,0.000487297581534242
"17",0.000395998395875183,-0.000452275961004067,0.000510320933408909,0.000510320933408909
"18",0.000332321281766656,0.000539762857237359,0.000509171649717046,0.000509171649717046
"19",0.000967019419687081,0.000298314592005208,0.000579934280544603,0.000579934280544603
"20",0.000777172528583369,0.000349960662080351,0.000503263669643371,0.000503263669643371
"21",-0.000432135406993283,-0.000611623600444603,0.000498079598353065,0.000498079598353065
"22",-7.14457646990968e-05,-1.3864988978064e-07,0.000515137926193691,0.000515137926193691
"23",0.000158337016103832,0.000837414228211786,0.000513980341257851,0.000513980341257851
"24",-9.98904575883698e-05,-0.00016703014520223,0.000460326226707276,0.000460326226707276
"25",-0.000494535743337926,-0.00030704567898319,0.000459304013535304,0.000459304013535304
"26",-0.000120645824992609,-0.000377648079445892,0.000460954461677553,0.000460954461677553
"27",0.00023650670286817,0.000257013962566154,0.000522912979261783,0.000522912979261783
"28",0.00070410144162684,0.000690159108389734,0.000525601518693395,0.000525601518693395
"29",-2.14871765980902e-05,0.000223572128317216,0.000452163640138761,0.000452163640138761
"30",-0.000347426182621027,-0.000245561294561585,0.000451164273144239,0.000451164273144239
"31",7.2606086967206e-05,-0.000110629397236736,0.000482220096256528,0.000482220096256528
"32",0.000148029279123059,0.000117407190161266,0.000481148980574092,0.000481148980574092
"33",-1.6171584300343e-05,5.97418401786149e-05,0.000456388748943829,0.000456388748943829
"34",0.000113139148343884,0.000132913226715159,0.00050203630505529,0.00050203630505529
"35",0.000374601199819967,0.000234419552092645,0.00051590434529948,0.00051590434529948
"36",0.00017465350043067,0.000370838864895765,0.000497926023443421,0.000497926023443421
"37",0.000109063689847308,0.000135838666321271,0.000496820196010194,0.000496820196010194
"38",0.000175934968501868,0.000151429191373052,0.000508883963015207,0.000508883963015207
"39",0.000171980219833408,0.000153561245687652,0.000507753062944275,0.000507753062944275
"40",9.94545294328365e-05,0.000155135126498211,0.000499668205198732,0.000499668205198732
"41",8.45151773318659e-05,8.24081485777108e-05,0.000499926199482951,0.000499926199482951
"42",0.000176207345721689,0.000145628244149745,0.000518181255019536,0.000518181255019536
"43",0.000506715079265819,0.000427002822026749,0.000577346651560854,0.000577346651560854
"44",0.000485340736086986,0.000477467096156793,0.000576054936687757,0.000576054936687757
"45",0.000142977720246875,0.000393303358805031,0.000542934551933352,0.000542934551933352
"46",0.000115267891750597,0.000129983263227457,0.0005417268319697,0.0005417268319697
"47",8.25102892044785e-05,3.65909200242522e-05,0.00053462461127641,0.00053462461127641
"48",0.000104824754670245,9.43180158433119e-05,0.000537193782008457,0.000537193782008457
"49",-5.83458797122991e-05,-7.52128654130857e-05,0.000506952780833913,0.000506952780833913
"50",9.86420987130597e-06,4.5784183514875e-05,0.000517423581766234,0.000517423581766234
"51",5.66991234802596e-05,-8.53574459625233e-05,0.00051628037822626,0.00051628037822626
"52",3.0724609108281e-05,0.000110384393597075,0.00051151987975186,0.00051151987975186
"53",5.0093660151894e-05,-4.67550974631697e-06,0.000510392106524382,0.000510392106524382
"54",0.00014328629812139,0.000149893487738781,0.00052762196650171,0.00052762196650171
"55",0.000175468028797952,0.000130016691960128,0.000530853014056383,0.000530853014056383
"56",-0.000149891345795137,7.25150772629566e-06,0.000474518639136273,0.000474518639136273
"57",-9.74540939439685e-06,0.000103659597847718,0.000567675057483022,0.000567675057483022
"58",0.000520334028109906,-1.24020656525787e-05,0.000566417749308719,0.000566417749308719
"59",0.000296532506805301,0.000361534179997159,0.000626846815332464,0.000626846815332464
"60",0.000780286789502815,0.000545715460036323,0.000625451221497797,0.000625451221497797
"61",0.000370884512551892,9.86509165825452e-05,0.000624059780080236,0.000624059780080236
"62",0.000515176377660588,0.000198240936361761,0.000727748239683323,0.000727748239683323
"63",0.00117517728129057,0.00121980383037189,0.000700333934511938,0.000700333934511938
"64",0.000533313367467917,0.00103652673491854,0.000703679043940867,0.000703679043940867
"65",0.000480676755024089,0.000517032736162578,0.000702106919726173,0.000702106919726173
"66",0.000361033188266778,0.00056637210297499,0.000718110262984476,0.000718110262984476
"67",0.000413543671382748,0.00024299381535996,0.000716506206650474,0.000716506206650474
"68",0.000328315549236781,0.000169237547122327,0.000699196280933722,0.000699196280933722
"69",9.98209037045636e-05,2.36722935634807e-05,0.000734791556369257,0.000734791556369257
"70",0.000411117011143004,0.000343204145579808,0.000739091477309059,0.000739091477309059
"71",0.000395647986126014,0.000531373902912792,0.000736454803262368,0.000736454803262368
"72",0.000299103885601099,0.000280598367025106,0.000734812823475149,0.000734812823475149
"73",0.000261249083694188,0.000311261889232919,0.00068720669009326,0.00068720669009326
"74",-0.000225223536977236,-4.79860170744898e-05,0.000685681590015147,0.000685681590015147
"75",-6.66686326821637e-05,-0.000336401874110936,0.000703963554988243,0.000703963554988243
"76",0.000164434093150786,0.000170083808261793,0.000699183275966378,0.000699183275966378
"77",0.00011052866317314,0.000126566223882879,0.000694662813157267,0.000694662813157267
"78",9.12536330838632e-05,0.000118377917038195,0.000697455245460221,0.000697455245460221
"79",0.000135358574852722,0.000109330175336782,0.000695911008356004,0.000695911008356004
"80",0.00012842007953366,0.000179716167461359,0.000694371299792511,0.000694371299792511
"81",6.94708883307706e-05,8.21025158912771e-05,0.000764696071509589,0.000764696071509589
"82",0.000737443121432567,0.000468281356583391,0.000762999025939242,0.000762999025939242
"83",0.000479996320193993,0.000969286003237717,0.000771445027207901,0.000771445027207901
"84",0.000487474409998525,0.000274256546420168,0.000777069751136519,0.000777069751136519
"85",0.000451879038629714,0.00070689247488409,0.00074705052857918,0.00074705052857918
"86",9.16250012097414e-05,6.33976896112386e-05,0.000745398339434057,0.000745398339434057
"87",9.4599334699621e-05,6.62009401955326e-05,0.000737841354331231,0.000737841354331231
"88",6.28194943812785e-05,5.94696246800468e-05,0.000736212392409453,0.000736212392409453
"89",6.86403542941853e-05,2.99618316681775e-05,0.000763285214892244,0.000763285214892244
"90",0.000331623554730473,0.000232503924986159,0.000781322697113234,0.000781322697113234
"91",0.000468686777460088,0.000539959305482949,0.000739209717868037,0.000739209717868037
"92",2.5360769950847e-05,0.000253920545173344,0.000724621966283945,0.000724621966283945
"93",-3.82074396094334e-05,-0.0002161899380072,0.000723028230562971,0.000723028230562971
"94",4.10192623597392e-05,6.59424107731272e-05,0.000686580841582972,0.000686580841582972
"95",-0.000227002317514666,-0.000173115313489683,0.000685076062053926,0.000685076062053926
"96",-7.5497732657131e-05,-0.00029400895680529,0.000657047301158126,0.000657047301158126
"97",-0.000255167692411143,-8.65756349738676e-05,0.000637081789698957,0.000637081789698957
"98",-0.000338153917638376,-0.000476602567168052,0.000695799706653378,0.000695799706653378
"99",0.000331400795787144,0.000134133445037626,0.000665159136474609,0.000665159136474609
"100",9.43007531721458e-05,0.00056892344592657,0.00066370773962277,0.00066370773962277
"101",0.000100553541621311,-0.000261567805119274,0.000647974003522776,0.000647974003522776
"102",-3.40427752783574e-05,0.000325272453886876,0.000646563420771249,0.000646563420771249
"103",-1.37756950576727e-05,-0.000329402418799651,0.000657047086511504,0.000657047086511504
"104",0.000144279064357482,0.000333293685725091,0.000659000667417452,0.000659000667417452
"105",0.000181883083338789,5.96589520345128e-05,0.000650813981559808,0.000650813981559808
"106",9.24273517087529e-05,0.000276262560433454,0.000652297555987555,0.000652297555987555
"107",0.000124884903383379,-1.59565016992992e-05,0.000650881427182336,0.000650881427182336
"108",1.30863031078108e-05,0.000171234521641348,0.000698111777363063,0.000698111777363063
"109",0.000506421446522823,0.000220913933351646,0.000696593889909305,0.000696593889909305
"110",0.000408723159058291,0.000822606436066664,0.000691641241940449,0.000691641241940449
"111",0.000263713313466695,5.39064671685403e-05,0.000709352287974457,0.000709352287974457
"112",0.00051960019380223,0.000617623123118589,0.000655127916937636,0.000655127916937636
"113",-8.50178356382218e-06,0.000142144249491619,0.000614274709524138,0.000614274709524138
"114",-0.000364566023487774,-0.000528572537981713,0.000612949901292229,0.000612949901292229
"115",-0.000225363841632808,-0.000334810900252486,0.000600532884872168,0.000600532884872168
"116",-0.000187849645632289,-0.000143194083909643,0.00059924050110528,0.00059924050110528
"117",-4.15243583206187e-05,-0.000155082842074049,0.000569330490862213,0.000569330490862213
"118",-0.000324773945103642,-0.000101255174691982,0.000614692732450662,0.000614692732450662
"119",0.000218602901686362,-0.000199090107571613,0.00067215097322826,0.00067215097322826
"120",0.00070923405419037,0.000941495924096479,0.000628369568852098,0.000628369568852098
"121",0.000338543339174161,0.000599264852398534,0.00062701881194642,0.00062701881194642
"122",0.000153398995768771,-0.000168841072499318,0.00063067471135228,0.00063067471135228
"123",0.000147514450180467,0.000338060603288444,0.000629320426111236,0.000629320426111236
"124",0.000112468086528823,1.00678231614643e-05,0.00063889372099197,0.00063889372099197
"125",0.000188839399924862,0.000261866708947158,0.00064083426774758,0.00064083426774758
"126",0.000283938961016634,0.000246068021899263,0.000610064512588284,0.000610064512588284
"127",6.15113426546776e-05,0.000207419605358145,0.00057153389886678,0.00057153389886678
"128",-0.000219642451755256,-0.000301018947116043,0.000570314952462517,0.000570314952462517
"129",-0.000160616814820237,-0.000300267782385625,0.000596573902949554,0.000596573902949554
"130",9.26555477406224e-05,7.14935348552156e-06,0.000595300903233541,0.000595300903233541
"131",0.00020825764669632,0.000330570692579266,0.000587376248417894,0.000587376248417894
"132",0.000186972442439027,6.603150141144e-05,0.000579701176876174,0.000579701176876174
"133",3.75309883060718e-05,0.000127869368137523,0.000596447696727221,0.000596447696727221
"134",0.000187046893474258,1.44708866456931e-05,0.000588904626465799,0.000588904626465799
"135",0.000148395666709298,0.000375361205297214,0.000587652329052595,0.000587652329052595
"136",0.000111049391210759,-3.71666387450366e-05,0.000590309643492822,0.000590309643492822
"137",0.000123280382880522,0.000261314959515097,0.000589055730772414,0.000589055730772414
"138",0.000163880445220759,8.71985378635797e-05,0.000572933800401311,0.000572933800401311
"139",0.000201883849654237,0.000171533104195502,0.000593272790950734,0.000593272790950734
"140",0.000200863809633287,-9.59529874735302e-05,0.000596953785991799,0.000596953785991799
"141",0.000123537472171692,0.000427532764978444,0.00063534633938154,0.00063534633938154
"142",0.000410479543237652,0.000105304025806574,0.000633997359148403,0.000633997359148403
"143",0.000211296969370851,0.000834460106377522,0.000583892729274584,0.000583892729274584
"144",-1.19717939170811e-05,2.66376464292203e-05,0.000582657981218255,0.000582657981218255
"145",0.000140390601644124,-0.000160517036464629,0.000568177846653475,0.000568177846653475
"146",5.56194923633771e-05,6.32703657101562e-05,0.00057956089548554,0.00057956089548554
"147",9.57530020329323e-05,-0.00017949342886189,0.000622471245273629,0.000622471245273629
"148",0.000259598634544384,0.000275061176102146,0.000616188596429641,0.000616188596429641
"149",0.000117149786159515,0.00052842808655888,0.000614887067243198,0.000614887067243198
"150",0.000126842630745917,0.000110197222611509,0.000615090203070262,0.000615090203070262
"151",0.00013416775035432,0.000310357814007401,0.000613792593034739,0.000613792593034739
"152",0.000201037657538431,0.00012188313797291,0.000565259936898378,0.000565259936898378
"153",6.12149453087493e-07,0.000244343887556442,0.000557303424671968,0.000557303424671968
"154",0.000101553812027801,-0.00047703517567515,0.000551927750528713,0.000551927750528713
"155",0.000139887882320899,0.000164182967529503,0.000503789473790247,0.000503789473790247
"156",-0.00018440798755821,-0.000223191900104162,0.000502736879440337,0.000502736879440337
"157",-6.43097909983144e-05,-0.000429617783280953,0.000488796105356614,0.000488796105356614
"158",-8.98526358996456e-05,3.09532458650989e-05,0.000487777158152644,0.000487777158152644
"159",-5.02953580505454e-05,-0.000279134647324003,0.00047100005625998,0.00047100005625998
"160",-0.000116098281976694,0.000134183871560034,0.000495831398053736,0.000495831398053736
"161",-0.000427594659414806,-0.000255065910103115,0.000503645996467426,0.000503645996467426
"162",0.000246891961634017,0.000544825132459512,0.000503185189309133,0.000503185189309133
"163",0.000185282639496656,4.72069174512171e-06,0.000502138200268081,0.000502138200268081
"164",0.000150656396795833,0.000327799083591613,0.000502854077256924,0.000502854077256924
"165",0.000116437673963689,1.0304939721009e-05,0.00050180901103562,0.00050180901103562
"166",0.000102911828395856,0.000241450141560724,0.000502639951569915,0.000502639951569915
"167",9.80796208234264e-05,3.47349590298154e-05,0.00050919558422976,0.00050919558422976
"168",0.00016739857854029,0.000210579114805994,0.000497299584533466,0.000497299584533466
"169",7.67715443089234e-05,0.000155087308802278,0.000490194227583918,0.000490194227583918
"170",3.15083888746152e-05,-3.59474243393891e-06,0.000489179271428839,0.000489179271428839
"171",8.17397584931357e-05,5.74695755813074e-05,0.000474031077638401,0.000474031077638401
"172",-4.45646758057879e-06,5.83438978779641e-05,0.000473051826673935,0.000473051826673935
"173",3.45427000544054e-05,-9.69870080618956e-05,0.00046329192890434,0.00046329192890434
"174",-5.07298430588908e-06,0.000204145267790615,0.0004616328360766,0.0004616328360766
"175",1.77261674074562e-05,-0.000102235528080522,0.00046138512041446,0.00046138512041446
"176",4.77901912520464e-05,0.000237466587936324,0.000473317436753202,0.000473317436753202
"177",0.00014597811352591,2.72362687136055e-05,0.000472342530070738,0.000472342530070738
"178",0.000139223359009874,0.000312600740679169,0.000473699713998514,0.000473699713998514
"179",0.000139895346636578,3.70962298865072e-05,0.000472725112125856,0.000472725112125856
"180",6.41633704502275e-05,0.000226815541460442,0.000509284334105687,0.000509284334105687
"181",0.000327334364912416,7.42714540779295e-05,0.000503182964057218,0.000503182964057218
"182",0.000271767808471678,0.00067419042842707,0.000504100879537963,0.000504100879537963
"183",0.000226210101269665,-3.9546660628713e-05,0.000465659426259493,0.000465659426259493
"184",-0.000113027867820664,0.000283766133121451,0.000464704561778842,0.000464704561778842
"185",-7.03006834506851e-05,-0.000505014587666187,0.000468501021580165,0.000468501021580165
"186",5.18313241111255e-05,0.000308602728414755,0.000467541246431074,0.000467541246431074
"187",8.74638343376533e-05,-0.00013400003179581,0.00047408932070139,0.00047408932070139
"188",0.000144201790790335,0.000254873797080672,0.000477378022572981,0.000477378022572981
"189",0.000152463773622814,7.31102072735876e-05,0.000478698597378726,0.000478698597378726
"190",0.000143317900462133,0.000239765479825451,0.000474966846381409,0.000474966846381409
"191",9.52190857879678e-05,9.16099757381956e-05,0.000473996193001365,0.000473996193001365
"192",4.25599850056802e-05,0.000116200670787375,0.000498926939946397,0.000498926939946397
"193",0.00024040264043844,0.000108748720795845,0.000497907096695089,0.000497907096695089
"194",0.000219914624176681,0.000451506807087985,0.000492121734233939,0.000492121734233939
"195",0.000127888677830208,5.61288351205221e-05,0.000487141461650658,0.000487141461650658
"196",5.73106007382057e-05,0.000191654182912232,0.000492170712098839,0.000492170712098839
"197",0.000102362700729613,1.04422306599719e-05,0.00049638081092287,0.00049638081092287
"198",0.000148955540548264,0.000241239927300106,0.000495369199843166,0.000495369199843166
"199",0.000135198196548184,0.000111819764358282,0.000501364489054651,0.000501364489054651
"200",0.000153459198078234,0.000172911106209812,0.000500343626340223,0.000500343626340223
"201",0.000138206886595513,0.000188902600321203,0.000499325471255798,0.000499325471255798
"202",0.000116469223261393,0.000126580030969344,0.000498310014520367,0.000498310014520367
"203",1.41150102962552e-05,0.000112629721129414,0.000563364584677925,0.000563364584677925
"204",0.000364192442096835,0.000147650902804744,0.000562217085686094,0.000562217085686094
"205",0.000126882604989633,0.000973288496040618,0.000561072622951365,0.000561072622951365
"206",0.000121030969283204,1.35621186026388e-05,0.000567074647685969,0.000567074647685969
"207",0.000175240540430795,0.000512313730871541,0.000565921405917375,0.000565921405917375
"208",0.000138773123878199,8.26584794932472e-05,0.000564771208729493,0.000564771208729493
"209",0.000118662241840124,0.000303644995959048,0.000563624045741244,0.000563624045741244
"210",6.06716684675965e-05,5.51899404284802e-05,0.000589477127103836,0.000589477127103836
"211",0.000200015829405162,0.000249736248268395,0.000635185713205193,0.000635185713205193
"212",0.000310495061389866,0.000457152052022366,0.000633895000818061,0.000633895000818061
"213",0.000414642864280773,0.000823793577187982,0.000684539498928888,0.000684539498928888
"214",0.000719248953721466,0.00033447375384594,0.000683148447586159,0.000683148447586159
"215",0.000499829048004254,0.00110180048031932,0.000670755745118673,0.000670755745118673
"216",0.000295329007732606,5.03420742287739e-05,0.000678010953296552,0.000678010953296552
"217",0.000294712782882645,0.000552709464754496,0.000632235924244074,0.000632235924244074
"218",-8.48502502576205e-05,-1.1037173276522e-05,0.000637001028401152,0.000637001028401152
"219",-2.34010200066933e-05,-0.000351500020459799,0.000635711605700938,0.000635711605700938
"220",7.68698549461094e-05,0.000791436180656194,0.000626604325255756,0.000626604325255756
"221",5.13135017059415e-05,-7.71081527521252e-05,0.000625337681586571,0.000625337681586571
"222",9.92925398917912e-05,0.000161930142789066,0.000613920335063703,0.000613920335063703
"223",3.12570312120931e-05,4.96402534289108e-05,0.000620950078726635,0.000620950078726635
"224",0.000110301099629136,5.08689992047903e-05,0.000631425324037703,0.000631425324037703
"225",0.000221305926157929,0.000284221036568963,0.000636568639752886,0.000636568639752886
"226",0.000251867713740571,0.000274755255094669,0.000635285217199084,0.000635285217199084
"227",0.000200734439069164,0.000175018894501637,0.000639350880159511,0.000639350880159511
"228",0.000213406281203925,0.000125801265057441,0.000638063228935741,0.000638063228935741
"229",0.000213892251913964,0.000248155981634728,0.000618286565217034,0.000618286565217034
"230",2.53115791461401e-05,7.45165009860202e-05,0.000628801797865763,0.000628801797865763
"231",8.83840138870059e-05,5.63449052335233e-05,0.000640080706072744,0.000640080706072744
"232",0.000234845307572182,0.00037785190376844,0.000641707554957949,0.000641707554957949
"233",0.000235220004318608,1.94684506907246e-06,0.000640418746353063,0.000640418746353063
"234",0.000156443282225783,0.000258419651864531,0.000671926666787187,0.000671926666787187
